Date,Product,Region,Quantity
2025-05-01,Perishables,East,226
2025-05-01,Industrial_Parts,East,133
2025-05-01,Electronics,West,225
2025-05-01,Clothing,West,202
2025-05-01,Home_Decor,West,148
2025-05-01,Perishables,West,93
2025-05-01,Industrial_Parts,West,251
2025-05-02,Electronics,North,125
2025-05-02,Clothing,North,108
2025-05-02,Home_Decor,North,95
2025-05-02,Perishables,North,248
2025-05-02,Industrial_Parts,North,257
2025-05-02,Electronics,South,117
2025-05-02,Clothing,South,160
2025-05-02,Home_Decor,South,188
2025-05-02,Perishables,South,125
2025-05-02,Industrial_Parts,South,126
2025-05-02,Electronics,East,248
2025-05-02,Clothing,East,95
2025-05-02,Home_Decor,East,73
2025-05-02,Perishables,East,249
2025-05-02,Industrial_Parts,East,118
2025-05-02,Electronics,West,92
2025-05-02,Clothing,West,251
2025-05-02,Home_Decor,West,163
2025-05-02,Perishables,West,154
2025-05-02,Industrial_Parts,West,106
2025-05-03,Electronics,North,116
2025-05-03,Clothing,North,238
2025-05-03,Home_Decor,North,212
2025-05-03,Perishables,North,206
2025-05-03,Industrial_Parts,North,145
2025-05-03,Electronics,South,103
2025-05-03,Clothing,South,226
2025-05-03,Home_Decor,South,147
2025-05-03,Perishables,South,127
2025-05-03,Industrial_Parts,South,111
2025-05-03,Electronics,East,210
2025-05-03,Clothing,East,112
2025-05-03,Home_Decor,East,193
2025-05-03,Perishables,East,174
2025-05-03,Industrial_Parts,East,202
2025-05-03,Electronics,West,200
2025-05-03,Clothing,West,225
2025-05-03,Home_Decor,West,108
2025-05-03,Perishables,West,94
2025-05-03,Industrial_Parts,West,94
2025-05-04,Electronics,North,219
2025-05-04,Clothing,North,161
2025-05-04,Home_Decor,North,110
2025-05-04,Perishables,North,130
2025-05-04,Industrial_Parts,North,221
2025-05-04,Electronics,South,196
2025-05-04,Clothing,South,198
2025-05-04,Home_Decor,South,130
2025-05-04,Perishables,South,83
2025-05-04,Industrial_Parts,South,188
2025-05-04,Electronics,East,91
2025-05-04,Clothing,East,138
2025-05-04,Home_Decor,East,86
2025-05-04,Perishables,East,185
2025-05-04,Industrial_Parts,East,89
2025-05-04,Electronics,West,124
2025-05-04,Clothing,West,130
2025-05-04,Home_Decor,West,85
2025-05-04,Perishables,West,131
2025-05-04,Industrial_Parts,West,180
2025-05-05,Electronics,North,87
2025-05-05,Clothing,North,131
2025-05-05,Home_Decor,North,188
2025-05-05,Perishables,North,245
2025-05-05,Industrial_Parts,North,253
2025-05-05,Electronics,South,84
2025-05-05,Clothing,South,223
2025-05-05,Home_Decor,South,187
2025-05-05,Perishables,South,234
2025-05-05,Industrial_Parts,South,194
2025-05-05,Electronics,East,176
2025-05-05,Clothing,East,229
2025-05-05,Home_Decor,East,88
2025-05-05,Perishables,East,241
2025-05-05,Industrial_Parts,East,56
2025-05-05,Electronics,West,134
2025-05-05,Clothing,West,102
2025-05-05,Home_Decor,West,228
2025-05-05,Perishables,West,224
2025-05-05,Industrial_Parts,West,80
2025-05-06,Electronics,North,264
2025-05-06,Clothing,North,98
2025-05-06,Home_Decor,North,74
2025-05-06,Perishables,North,105
2025-05-06,Industrial_Parts,North,251
2025-05-06,Electronics,South,207
2025-05-06,Clothing,South,186
2025-05-06,Home_Decor,South,243
2025-05-06,Perishables,South,111
2025-05-06,Industrial_Parts,South,92
2025-05-06,Electronics,East,157
2025-05-06,Clothing,East,136
2025-05-06,Home_Decor,East,173
2025-05-06,Perishables,East,202
2025-05-06,Industrial_Parts,East,104
2025-05-06,Electronics,West,245
2025-05-06,Clothing,West,240
2025-05-06,Home_Decor,West,233
2025-05-06,Perishables,West,235
2025-05-06,Industrial_Parts,West,217
2025-05-07,Electronics,North,95
2025-05-07,Clothing,North,182
2025-05-07,Home_Decor,North,116
2025-05-07,Perishables,North,110
2025-05-07,Industrial_Parts,North,93
2025-05-07,Electronics,South,153
2025-05-07,Clothing,South,175
2025-05-07,Home_Decor,South,121
2025-05-07,Perishables,South,178
2025-05-07,Industrial_Parts,South,177
2025-05-07,Electronics,East,138
2025-05-07,Clothing,East,249
2025-05-07,Home_Decor,East,202
2025-05-07,Perishables,East,67
2025-05-07,Industrial_Parts,East,207
2025-05-07,Electronics,West,158
2025-05-07,Clothing,West,108
2025-05-07,Home_Decor,West,87
2025-05-07,Perishables,West,182
2025-05-07,Industrial_Parts,West,141
2025-05-08,Electronics,North,245
2025-05-08,Clothing,North,231
2025-05-08,Home_Decor,North,185
2025-05-08,Perishables,North,249
2025-05-08,Industrial_Parts,North,151
2025-05-08,Electronics,South,139
2025-05-08,Clothing,South,138
2025-05-08,Home_Decor,South,134
2025-05-08,Perishables,South,50
2025-05-08,Industrial_Parts,South,121
2025-05-08,Electronics,East,146
2025-05-08,Clothing,East,150
2025-05-08,Home_Decor,East,212
2025-05-08,Perishables,East,88
2025-05-08,Industrial_Parts,East,229
2025-05-08,Electronics,West,116
2025-05-08,Clothing,West,241
2025-05-08,Home_Decor,West,166
2025-05-08,Perishables,West,147
2025-05-08,Industrial_Parts,West,96
2025-05-09,Electronics,North,244
2025-05-09,Clothing,North,106
2025-05-09,Home_Decor,North,227
2025-05-09,Perishables,North,136
2025-05-09,Industrial_Parts,North,239
2025-05-09,Electronics,South,145
2025-05-09,Clothing,South,105
2025-05-09,Home_Decor,South,163
2025-05-09,Perishables,South,206
2025-05-09,Industrial_Parts,South,145
2025-05-09,Electronics,East,119
2025-05-09,Clothing,East,162
2025-05-09,Home_Decor,East,83
2025-05-09,Perishables,East,214
2025-05-09,Industrial_Parts,East,229
2025-05-09,Electronics,West,133
2025-05-09,Clothing,West,98
2025-05-09,Home_Decor,West,82
2025-05-09,Perishables,West,231
2025-05-09,Industrial_Parts,West,242
2025-05-10,Electronics,North,144
2025-05-10,Clothing,North,150
2025-05-10,Home_Decor,North,186
2025-05-10,Perishables,North,205
2025-05-10,Industrial_Parts,North,135
2025-05-10,Electronics,South,167
2025-05-10,Clothing,South,118
2025-05-10,Home_Decor,South,145
2025-05-10,Perishables,South,101
2025-05-10,Industrial_Parts,South,203
2025-05-10,Electronics,East,216
2025-05-10,Clothing,East,149
2025-05-10,Home_Decor,East,141
2025-05-10,Perishables,East,92
2025-05-10,Industrial_Parts,East,191
2025-05-10,Electronics,West,203
2025-05-10,Clothing,West,254
2025-05-10,Home_Decor,West,184
2025-05-10,Perishables,West,221
2025-05-10,Industrial_Parts,West,212
2025-05-11,Electronics,North,223
2025-05-11,Clothing,North,172
2025-05-11,Home_Decor,North,262
2025-05-11,Perishables,North,161
2025-05-11,Industrial_Parts,North,99
2025-05-11,Electronics,South,238
2025-05-11,Clothing,South,142
2025-05-11,Home_Decor,South,91
2025-05-11,Perishables,South,133
2025-05-11,Industrial_Parts,South,152
2025-05-11,Electronics,East,196
2025-05-11,Clothing,East,212
2025-05-11,Home_Decor,East,172
2025-05-11,Perishables,East,126
2025-05-11,Industrial_Parts,East,98
2025-05-11,Electronics,West,157
2025-05-11,Clothing,West,109
2025-05-11,Home_Decor,West,90
2025-05-11,Perishables,West,254
2025-05-11,Industrial_Parts,West,146
2025-05-12,Electronics,North,103
2025-05-12,Clothing,North,148
2025-05-12,Home_Decor,North,207
2025-05-12,Perishables,North,216
2025-05-12,Industrial_Parts,North,83
2025-05-12,Electronics,South,178
2025-05-12,Clothing,South,86
2025-05-12,Home_Decor,South,180
2025-05-12,Perishables,South,251
2025-05-12,Industrial_Parts,South,90
2025-05-12,Electronics,East,59
2025-05-12,Clothing,East,210
2025-05-12,Home_Decor,East,240
2025-05-12,Perishables,East,215
2025-05-12,Industrial_Parts,East,113
2025-05-12,Electronics,West,146
2025-05-12,Clothing,West,101
2025-05-12,Home_Decor,West,227
2025-05-12,Perishables,West,203
2025-05-12,Industrial_Parts,West,164
2025-05-13,Electronics,North,162
2025-05-13,Clothing,North,151
2025-05-13,Home_Decor,North,198
2025-05-13,Perishables,North,139
2025-05-13,Industrial_Parts,North,189
2025-05-13,Electronics,South,244
2025-05-13,Clothing,South,259
2025-05-13,Home_Decor,South,199
2025-05-13,Perishables,South,233
2025-05-13,Industrial_Parts,South,76
2025-05-13,Electronics,East,163
2025-05-13,Clothing,East,231
2025-05-13,Home_Decor,East,180
2025-05-13,Perishables,East,239
2025-05-13,Industrial_Parts,East,148
2025-05-13,Electronics,West,67
2025-05-13,Clothing,West,167
2025-05-13,Home_Decor,West,219
2025-05-13,Perishables,West,86
2025-05-13,Industrial_Parts,West,146
2025-05-14,Electronics,North,234
2025-05-14,Clothing,North,202
2025-05-14,Home_Decor,North,243
2025-05-14,Perishables,North,124
2025-05-14,Industrial_Parts,North,157
2025-05-14,Electronics,South,237
2025-05-14,Clothing,South,148
2025-05-14,Home_Decor,South,55
2025-05-14,Perishables,South,178
2025-05-14,Industrial_Parts,South,168
2025-05-14,Electronics,East,197
2025-05-14,Clothing,East,246
2025-05-14,Home_Decor,East,203
2025-05-14,Perishables,East,190
2025-05-14,Industrial_Parts,East,120
2025-05-14,Electronics,West,76
2025-05-14,Clothing,West,212
2025-05-14,Home_Decor,West,245
2025-05-14,Perishables,West,158
2025-05-14,Industrial_Parts,West,214
2025-05-15,Electronics,North,108
2025-05-15,Clothing,North,116
2025-05-15,Home_Decor,North,99
2025-05-15,Perishables,North,82
2025-05-15,Industrial_Parts,North,242
2025-05-15,Electronics,South,225
2025-05-15,Clothing,South,52
2025-05-15,Home_Decor,South,109
2025-05-15,Perishables,South,271
2025-05-15,Industrial_Parts,South,191
2025-05-15,Electronics,East,97
2025-05-15,Clothing,East,190
2025-05-15,Home_Decor,East,189
2025-05-15,Perishables,East,251
2025-05-15,Industrial_Parts,East,187
2025-05-15,Electronics,West,138
2025-05-15,Clothing,West,117
2025-05-15,Home_Decor,West,117
2025-05-15,Perishables,West,218
2025-05-15,Industrial_Parts,West,139
2025-05-16,Electronics,North,222
2025-05-16,Clothing,North,237
2025-05-16,Home_Decor,North,237
2025-05-16,Perishables,North,222
2025-05-16,Industrial_Parts,North,172
2025-05-16,Electronics,South,252
2025-05-16,Clothing,South,160
2025-05-16,Home_Decor,South,230
2025-05-16,Perishables,South,249
2025-05-16,Industrial_Parts,South,262
2025-05-16,Electronics,East,56
2025-05-16,Clothing,East,201
2025-05-16,Home_Decor,East,160
2025-05-16,Perishables,East,243
2025-05-16,Industrial_Parts,East,73
2025-05-16,Electronics,West,159
2025-05-16,Clothing,West,222
2025-05-16,Home_Decor,West,189
2025-05-16,Perishables,West,83
2025-05-16,Industrial_Parts,West,220
2025-05-17,Electronics,North,112
2025-05-17,Clothing,North,133
2025-05-17,Home_Decor,North,195
2025-05-17,Perishables,North,260
2025-05-17,Industrial_Parts,North,126
2025-05-17,Electronics,South,119
2025-05-17,Clothing,South,153
2025-05-17,Home_Decor,South,159
2025-05-17,Perishables,South,82
2025-05-17,Industrial_Parts,South,62
2025-05-17,Electronics,East,182
2025-05-17,Clothing,East,165
2025-05-17,Home_Decor,East,130
2025-05-17,Perishables,East,239
2025-05-17,Industrial_Parts,East,174
2025-05-17,Electronics,West,97
2025-05-17,Clothing,West,118
2025-05-17,Home_Decor,West,243
2025-05-17,Perishables,West,174
2025-05-17,Industrial_Parts,West,190
2025-05-18,Electronics,North,113
2025-05-18,Clothing,North,191
2025-05-18,Home_Decor,North,152
2025-05-18,Perishables,North,92
2025-05-18,Industrial_Parts,North,122
2025-05-18,Electronics,South,169
2025-05-18,Clothing,South,219
2025-05-18,Home_Decor,South,108
2025-05-18,Perishables,South,244
2025-05-18,Industrial_Parts,South,167
2025-05-18,Electronics,East,198
2025-05-18,Clothing,East,184
2025-05-18,Home_Decor,East,102
2025-05-18,Perishables,East,89
2025-05-18,Industrial_Parts,East,212
2025-05-18,Electronics,West,219
2025-05-18,Clothing,West,139
2025-05-18,Home_Decor,West,105
2025-05-18,Perishables,West,201
2025-05-18,Industrial_Parts,West,164
2025-05-19,Electronics,North,96
2025-05-19,Clothing,North,246
2025-05-19,Home_Decor,North,220
2025-05-19,Perishables,North,132
2025-05-19,Industrial_Parts,North,124
2025-05-19,Electronics,South,199
2025-05-19,Clothing,South,224
2025-05-19,Home_Decor,South,206
2025-05-19,Perishables,South,97
2025-05-19,Industrial_Parts,South,130
2025-05-19,Electronics,East,229
2025-05-19,Clothing,East,190
2025-05-19,Home_Decor,East,242
2025-05-19,Perishables,East,238
2025-05-19,Industrial_Parts,East,108
2025-05-19,Electronics,West,215
2025-05-19,Clothing,West,198
2025-05-19,Home_Decor,West,206
2025-05-19,Perishables,West,161
2025-05-19,Industrial_Parts,West,78
2025-05-20,Electronics,North,131
2025-05-20,Clothing,North,151
2025-05-20,Home_Decor,North,116
2025-05-20,Perishables,North,207
2025-05-20,Industrial_Parts,North,195
2025-05-20,Electronics,South,97
2025-05-20,Clothing,South,178
2025-05-20,Home_Decor,South,164
2025-05-20,Perishables,South,219
2025-05-20,Industrial_Parts,South,178
2025-05-20,Electronics,East,146
2025-05-20,Clothing,East,242
2025-05-20,Home_Decor,East,132
2025-05-20,Perishables,East,228
2025-05-20,Industrial_Parts,East,203
2025-05-20,Electronics,West,96
2025-05-20,Clothing,West,225
2025-05-20,Home_Decor,West,155
2025-05-20,Perishables,West,98
2025-05-20,Industrial_Parts,West,239
2025-05-21,Electronics,North,80
2025-05-21,Clothing,North,67
2025-05-21,Home_Decor,North,126
2025-05-21,Perishables,North,248
2025-05-21,Industrial_Parts,North,100
2025-05-21,Electronics,South,188
2025-05-21,Clothing,South,230
2025-05-21,Home_Decor,South,121
2025-05-21,Perishables,South,92
2025-05-21,Industrial_Parts,South,100
2025-05-21,Electronics,East,145
2025-05-21,Clothing,East,186
2025-05-21,Home_Decor,East,197
2025-05-21,Perishables,East,92
2025-05-21,Industrial_Parts,East,189
2025-05-21,Electronics,West,107
2025-05-21,Clothing,West,214
2025-05-21,Home_Decor,West,170
2025-05-21,Perishables,West,229
2025-05-21,Industrial_Parts,West,145
2025-05-22,Electronics,North,156
2025-05-22,Clothing,North,75
2025-05-22,Home_Decor,North,182
2025-05-22,Perishables,North,95
2025-05-22,Industrial_Parts,North,219
2025-05-22,Electronics,South,153
2025-05-22,Clothing,South,137
2025-05-22,Home_Decor,South,230
2025-05-22,Perishables,South,216
2025-05-22,Industrial_Parts,South,206
2025-05-22,Electronics,East,143
2025-05-22,Clothing,East,153
2025-05-22,Home_Decor,East,148
2025-05-22,Perishables,East,183
2025-05-22,Industrial_Parts,East,71
2025-05-22,Electronics,West,256
2025-05-22,Clothing,West,132
2025-05-22,Home_Decor,West,132
2025-05-22,Perishables,West,138
2025-05-22,Industrial_Parts,West,225
2025-05-23,Electronics,North,155
2025-05-23,Clothing,North,147
2025-05-23,Home_Decor,North,214
2025-05-23,Perishables,North,229
2025-05-23,Industrial_Parts,North,188
2025-05-23,Electronics,South,152
2025-05-23,Clothing,South,154
2025-05-23,Home_Decor,South,184
2025-05-23,Perishables,South,243
2025-05-23,Industrial_Parts,South,183
2025-05-23,Electronics,East,244
2025-05-23,Clothing,East,132
2025-05-23,Home_Decor,East,213
2025-05-23,Perishables,East,174
2025-05-23,Industrial_Parts,East,148
2025-05-23,Electronics,West,242
2025-05-23,Clothing,West,133
2025-05-23,Home_Decor,West,140
2025-05-23,Perishables,West,82
2025-05-23,Industrial_Parts,West,86
2025-05-24,Electronics,North,184
2025-05-24,Clothing,North,252
2025-05-24,Home_Decor,North,94
2025-05-24,Perishables,North,131
2025-05-24,Industrial_Parts,North,183
2025-05-24,Electronics,South,212
2025-05-24,Clothing,South,141
2025-05-24,Home_Decor,South,141
2025-05-24,Perishables,South,122
2025-05-24,Industrial_Parts,South,161
2025-05-24,Electronics,East,116
2025-05-24,Clothing,East,220
2025-05-24,Home_Decor,East,253
2025-05-24,Perishables,East,196
2025-05-24,Industrial_Parts,East,248
2025-05-24,Electronics,West,213
2025-05-24,Clothing,West,172
2025-05-24,Home_Decor,West,70
2025-05-24,Perishables,West,237
2025-05-24,Industrial_Parts,West,125
2025-05-25,Electronics,North,167
2025-05-25,Clothing,North,79
2025-05-25,Home_Decor,North,198
2025-05-25,Perishables,North,120
2025-05-25,Industrial_Parts,North,69
2025-05-25,Electronics,South,82
2025-05-25,Clothing,South,203
2025-05-25,Home_Decor,South,202
2025-05-25,Perishables,South,114
2025-05-25,Industrial_Parts,South,81
2025-05-25,Electronics,East,131
2025-05-25,Clothing,East,184
2025-05-25,Home_Decor,East,165
2025-05-25,Perishables,East,79
2025-05-25,Industrial_Parts,East,89
2025-05-25,Electronics,West,221
2025-05-25,Clothing,West,166
2025-05-25,Home_Decor,West,136
2025-05-25,Perishables,West,68
2025-05-25,Industrial_Parts,West,146
2025-05-26,Electronics,North,170
2025-05-26,Clothing,North,63
2025-05-26,Home_Decor,North,107
2025-05-26,Perishables,North,60
2025-05-26,Industrial_Parts,North,166
2025-05-26,Electronics,South,188
2025-05-26,Clothing,South,161
2025-05-26,Home_Decor,South,151
2025-05-26,Perishables,South,228
2025-05-26,Industrial_Parts,South,173
2025-05-26,Electronics,East,237
2025-05-26,Clothing,East,251
2025-05-26,Home_Decor,East,130
2025-05-26,Perishables,East,224
2025-05-26,Industrial_Parts,East,92
2025-05-26,Electronics,West,204
2025-05-26,Clothing,West,179
2025-05-26,Home_Decor,West,75
2025-05-26,Perishables,West,135
2025-05-26,Industrial_Parts,West,257
2025-05-27,Electronics,North,93
2025-05-27,Clothing,North,58
2025-05-27,Home_Decor,North,270
2025-05-27,Perishables,North,123
2025-05-27,Industrial_Parts,North,127
2025-05-27,Electronics,South,186
2025-05-27,Clothing,South,105
2025-05-27,Home_Decor,South,124
2025-05-27,Perishables,South,188
2025-05-27,Industrial_Parts,South,112
2025-05-27,Electronics,East,188
2025-05-27,Clothing,East,85
2025-05-27,Home_Decor,East,221
2025-05-27,Perishables,East,198
2025-05-27,Industrial_Parts,East,192
2025-05-27,Electronics,West,109
2025-05-27,Clothing,West,102
2025-05-27,Home_Decor,West,201
2025-05-27,Perishables,West,107
2025-05-27,Industrial_Parts,West,107
2025-05-28,Electronics,North,78
2025-05-28,Clothing,North,99
2025-05-28,Home_Decor,North,198
2025-05-28,Perishables,North,205
2025-05-28,Industrial_Parts,North,226
2025-05-28,Electronics,South,87
2025-05-28,Clothing,South,89
2025-05-28,Home_Decor,South,240
2025-05-28,Perishables,South,254
2025-05-28,Industrial_Parts,South,79
2025-05-28,Electronics,East,160
2025-05-28,Clothing,East,232
2025-05-28,Home_Decor,East,239
2025-05-28,Perishables,East,61
2025-05-28,Industrial_Parts,East,222
2025-05-28,Electronics,West,66
2025-05-28,Clothing,West,213
2025-05-28,Home_Decor,West,182
2025-05-28,Perishables,West,217
2025-05-28,Industrial_Parts,West,197
2025-05-29,Electronics,North,81
2025-05-29,Clothing,North,114
2025-05-29,Home_Decor,North,124
2025-05-29,Perishables,North,174
2025-05-29,Industrial_Parts,North,57
2025-05-29,Electronics,South,129
2025-05-29,Clothing,South,174
2025-05-29,Home_Decor,South,156
2025-05-29,Perishables,South,124
2025-05-29,Industrial_Parts,South,121
2025-05-29,Electronics,East,258
2025-05-29,Clothing,East,193
2025-05-29,Home_Decor,East,236
2025-05-29,Perishables,East,133
2025-05-29,Industrial_Parts,East,149
2025-05-29,Electronics,West,147
2025-05-29,Clothing,West,269
2025-05-29,Home_Decor,West,166
2025-05-29,Perishables,West,148
2025-05-29,Industrial_Parts,West,171
2025-05-30,Electronics,North,89
2025-05-30,Clothing,North,181
2025-05-30,Home_Decor,North,262
2025-05-30,Perishables,North,202
2025-05-30,Industrial_Parts,North,129
2025-05-30,Electronics,South,179
2025-05-30,Clothing,South,219
2025-05-30,Home_Decor,South,195
2025-05-30,Perishables,South,207
2025-05-30,Industrial_Parts,South,185
2025-05-30,Electronics,East,253
2025-05-30,Clothing,East,80
2025-05-30,Home_Decor,East,168
2025-05-30,Perishables,East,163
2025-05-30,Industrial_Parts,East,91
2025-05-30,Electronics,West,106
2025-05-30,Clothing,West,167
2025-05-30,Home_Decor,West,129
2025-05-30,Perishables,West,177
2025-05-30,Industrial_Parts,West,123
2025-05-31,Electronics,North,155
2025-05-31,Clothing,North,170
2025-05-31,Home_Decor,North,187
2025-05-31,Perishables,North,102
2025-05-31,Industrial_Parts,North,170
2025-05-31,Electronics,South,77
2025-05-31,Clothing,South,139
2025-05-31,Home_Decor,South,74
2025-05-31,Perishables,South,133
2025-05-31,Industrial_Parts,South,236
2025-05-31,Electronics,East,243
2025-05-31,Clothing,East,229
2025-05-31,Home_Decor,East,208
2025-05-31,Perishables,East,135
2025-05-31,Industrial_Parts,East,241
2025-05-31,Electronics,West,77
2025-05-31,Clothing,West,209
2025-05-31,Home_Decor,West,231
2025-05-31,Perishables,West,219
2025-05-31,Industrial_Parts,West,201
2025-06-01,Electronics,North,197
2025-06-01,Clothing,North,111
2025-06-01,Home_Decor,North,165
2025-06-01,Perishables,North,196
2025-06-01,Industrial_Parts,North,169
2025-06-01,Electronics,South,147
2025-06-01,Clothing,South,174
2025-06-01,Home_Decor,South,104
2025-06-01,Perishables,South,95
2025-06-01,Industrial_Parts,South,193
2025-06-01,Electronics,East,97
2025-06-01,Clothing,East,210
2025-06-01,Home_Decor,East,163
2025-06-01,Perishables,East,138
2025-06-01,Industrial_Parts,East,217
2025-06-01,Electronics,West,129
2025-06-01,Clothing,West,247
2025-06-01,Home_Decor,West,239
2025-06-01,Perishables,West,174
2025-06-01,Industrial_Parts,West,75
2025-06-02,Electronics,North,134
2025-06-02,Clothing,North,193
2025-06-02,Home_Decor,North,64
2025-06-02,Perishables,North,187
2025-06-02,Industrial_Parts,North,96
2025-06-02,Electronics,South,112
2025-06-02,Clothing,South,124
2025-06-02,Home_Decor,South,156
2025-06-02,Perishables,South,183
2025-06-02,Industrial_Parts,South,92
2025-06-02,Electronics,East,215
2025-06-02,Clothing,East,67
2025-06-02,Home_Decor,East,166
2025-06-02,Perishables,East,241
2025-06-02,Industrial_Parts,East,187
2025-06-02,Electronics,West,167
2025-06-02,Clothing,West,258
2025-06-02,Home_Decor,West,106
2025-06-02,Perishables,West,81
2025-06-02,Industrial_Parts,West,135
2025-06-03,Electronics,North,196
2025-06-03,Clothing,North,246
2025-06-03,Home_Decor,North,179
2025-06-03,Perishables,North,173
2025-06-03,Industrial_Parts,North,79
2025-06-03,Electronics,South,250
2025-06-03,Clothing,South,243
2025-06-03,Home_Decor,South,183
2025-06-03,Perishables,South,169
2025-06-03,Industrial_Parts,South,218
2025-06-03,Electronics,East,112
2025-06-03,Clothing,East,150
2025-06-03,Home_Decor,East,106
2025-06-03,Perishables,East,82
2025-06-03,Industrial_Parts,East,141
2025-06-03,Electronics,West,153
2025-06-03,Clothing,West,170
2025-06-03,Home_Decor,West,204
2025-06-03,Perishables,West,246
2025-06-03,Industrial_Parts,West,152
2025-06-04,Electronics,North,152
2025-06-04,Clothing,North,87
2025-06-04,Home_Decor,North,139
2025-06-04,Perishables,North,137
2025-06-04,Industrial_Parts,North,159
2025-06-04,Electronics,South,244
2025-06-04,Clothing,South,198
2025-06-04,Home_Decor,South,219
2025-06-04,Perishables,South,60
2025-06-04,Industrial_Parts,South,107
2025-06-04,Electronics,East,91
2025-06-04,Clothing,East,148
2025-06-04,Home_Decor,East,181
2025-06-04,Perishables,East,233
2025-06-04,Industrial_Parts,East,167
2025-06-04,Electronics,West,107
2025-06-04,Clothing,West,239
2025-06-04,Home_Decor,West,190
2025-06-04,Perishables,West,67
2025-06-04,Industrial_Parts,West,93
2025-06-05,Electronics,North,226
2025-06-05,Clothing,North,247
2025-06-05,Home_Decor,North,156
2025-06-05,Perishables,North,111
2025-06-05,Industrial_Parts,North,98
2025-06-05,Electronics,South,212
2025-06-05,Clothing,South,232
2025-06-05,Home_Decor,South,80
2025-06-05,Perishables,South,248
2025-06-05,Industrial_Parts,South,212
2025-06-05,Electronics,East,69
2025-06-05,Clothing,East,200
2025-06-05,Home_Decor,East,196
2025-06-05,Perishables,East,178
2025-06-05,Industrial_Parts,East,165
2025-06-05,Electronics,West,180
2025-06-05,Clothing,West,197
2025-06-05,Home_Decor,West,117
2025-06-05,Perishables,West,115
2025-06-05,Industrial_Parts,West,159
2025-06-06,Electronics,North,112
2025-06-06,Clothing,North,200
2025-06-06,Home_Decor,North,218
2025-06-06,Perishables,North,207
2025-06-06,Industrial_Parts,North,50
2025-06-06,Electronics,South,62
2025-06-06,Clothing,South,212
2025-06-06,Home_Decor,South,196
2025-06-06,Perishables,South,150
2025-06-06,Industrial_Parts,South,253
2025-06-06,Electronics,East,218
2025-06-06,Clothing,East,74
2025-06-06,Home_Decor,East,202
2025-06-06,Perishables,East,256
2025-06-06,Industrial_Parts,East,182
2025-06-06,Electronics,West,214
2025-06-06,Clothing,West,191
2025-06-06,Home_Decor,West,180
2025-06-06,Perishables,West,108
2025-06-06,Industrial_Parts,West,134
2025-06-07,Electronics,North,173
2025-06-07,Clothing,North,135
2025-06-07,Home_Decor,North,93
2025-06-07,Perishables,North,123
2025-06-07,Industrial_Parts,North,174
2025-06-07,Electronics,South,216
2025-06-07,Clothing,South,88
2025-06-07,Home_Decor,South,211
2025-06-07,Perishables,South,154
2025-06-07,Industrial_Parts,South,69
2025-06-07,Electronics,East,97
2025-06-07,Clothing,East,195
2025-06-07,Home_Decor,East,151
2025-06-07,Perishables,East,196
2025-06-07,Industrial_Parts,East,120
2025-06-07,Electronics,West,250
2025-06-07,Clothing,West,129
2025-06-07,Home_Decor,West,112
2025-06-07,Perishables,West,145
2025-06-07,Industrial_Parts,West,237
2025-06-08,Electronics,North,106
2025-06-08,Clothing,North,252
2025-06-08,Home_Decor,North,177
2025-06-08,Perishables,North,164
2025-06-08,Industrial_Parts,North,231
2025-06-08,Electronics,South,78
2025-06-08,Clothing,South,89
2025-06-08,Home_Decor,South,185
2025-06-08,Perishables,South,178
2025-06-08,Industrial_Parts,South,95
2025-06-08,Electronics,East,136
2025-06-08,Clothing,East,190
2025-06-08,Home_Decor,East,164
2025-06-08,Perishables,East,177
2025-06-08,Industrial_Parts,East,237
2025-06-08,Electronics,West,198
2025-06-08,Clothing,West,121
2025-06-08,Home_Decor,West,134
2025-06-08,Perishables,West,60
2025-06-08,Industrial_Parts,West,221
2025-06-09,Electronics,North,244
2025-06-09,Clothing,North,183
2025-06-09,Home_Decor,North,154
2025-06-09,Perishables,North,211
2025-06-09,Industrial_Parts,North,92
2025-06-09,Electronics,South,196
2025-06-09,Clothing,South,144
2025-06-09,Home_Decor,South,201
2025-06-09,Perishables,South,231
2025-06-09,Industrial_Parts,South,95
2025-06-09,Electronics,East,193
2025-06-09,Clothing,East,175
2025-06-09,Home_Decor,East,144
2025-06-09,Perishables,East,85
2025-06-09,Industrial_Parts,East,187
2025-06-09,Electronics,West,85
2025-06-09,Clothing,West,230
2025-06-09,Home_Decor,West,141
2025-06-09,Perishables,West,71
2025-06-09,Industrial_Parts,West,117
2025-06-10,Electronics,North,145
2025-06-10,Clothing,North,76
2025-06-10,Home_Decor,North,129
2025-06-10,Perishables,North,244
2025-06-10,Industrial_Parts,North,122
2025-06-10,Electronics,South,138
2025-06-10,Clothing,South,98
2025-06-10,Home_Decor,South,205
2025-06-10,Perishables,South,123
2025-06-10,Industrial_Parts,South,170
2025-06-10,Electronics,East,152
2025-06-10,Clothing,East,114
2025-06-10,Home_Decor,East,192
2025-06-10,Perishables,East,126
2025-06-10,Industrial_Parts,East,154
2025-06-10,Electronics,West,94
2025-06-10,Clothing,West,116
2025-06-10,Home_Decor,West,167
2025-06-10,Perishables,West,174
2025-06-10,Industrial_Parts,West,206
2025-06-11,Electronics,North,153
2025-06-11,Clothing,North,59
2025-06-11,Home_Decor,North,96
2025-06-11,Perishables,North,58
2025-06-11,Industrial_Parts,North,134
2025-06-11,Electronics,South,66
